City#,CityId,Query
554,1150554,"Gachalá, Cundinamarca, Colombia"
555,1150555,"Gachetá, Cundinamarca, Colombia"
556,1150556,"Gama, Cundinamarca, Colombia"
557,1150557,"Guasca, Cundinamarca, Colombia"
558,1150558,"Guatavita, Cundinamarca, Colombia"
559,1150559,"Junín, Cundinamarca, Colombia"
560,1150560,"La Calera, Cundinamarca, Colombia"
561,1150561,"Ubalá, Cundinamarca, Colombia"
562,1150562,"Beltrán, Cundinamarca, Colombia"
563,1150563,"Bituima, Cundinamarca, Colombia"
564,1150564,"Chaguaní, Cundinamarca, Colombia"
565,1150565,"Guayabal de Síquima, Cundinamarca, Colombia"
566,1150566,"Pulí, Cundinamarca, Colombia"
567,1150567,"San Juan de Rioseco, Cundinamarca, Colombia"
568,1150568,"Vianí, Cundinamarca, Colombia"
569,1150569,"Medina, Cundinamarca, Colombia"
570,1150570,"Paratebueno, Cundinamarca, Colombia"
571,1150571,"Cáqueza, Cundinamarca, Colombia"
572,1150572,"Chipaque, Cundinamarca, Colombia"
573,1150573,"Choachí, Cundinamarca, Colombia"
574,1150574,"Fómeque, Cundinamarca, Colombia"
575,1150575,"Fosca, Cundinamarca, Colombia"
576,1150576,"Guayabetal, Cundinamarca, Colombia"
577,1150577,"Gutiérrez, Cundinamarca, Colombia"
578,1150578,"Quetame, Cundinamarca, Colombia"
579,1150579,"Ubaque, Cundinamarca, Colombia"
580,1150580,"Une, Cundinamarca, Colombia"
581,1150581,"El Peñón, Cundinamarca, Colombia"
582,1150582,"La Palma, Cundinamarca, Colombia"
583,1150583,"Pacho, Cundinamarca, Colombia"
584,1150584,"Paime, Cundinamarca, Colombia"
585,1150585,"San Cayetano, Cundinamarca, Colombia"
586,1150586,"Topaipí, Cundinamarca, Colombia"
587,1150587,"Villagómez, Cundinamarca, Colombia"
588,1150588,"Yacopí, Cundinamarca, Colombia"
589,1150589,"Cajicá, Cundinamarca, Colombia"
590,1150590,"Chía, Cundinamarca, Colombia"
591,1150591,"Cogua, Cundinamarca, Colombia"
592,1150592,"Gachancipá, Cundinamarca, Colombia"
593,1150593,"Nemocón, Cundinamarca, Colombia"
594,1150594,"Sopó, Cundinamarca, Colombia"
595,1150595,"Tabio, Cundinamarca, Colombia"
596,1150596,"Tenjo, Cundinamarca, Colombia"
597,1150597,"Tocancipá, Cundinamarca, Colombia"
598,1150598,"Zipaquirá, Cundinamarca, Colombia"
599,1150599,"Bojacá, Cundinamarca, Colombia"
600,1150600,"Cota, Cundinamarca, Colombia"
601,1150601,"El Rosal, Cundinamarca, Colombia"
602,1150602,"Facatativá, Cundinamarca, Colombia"
603,1150603,"Funza, Cundinamarca, Colombia"
604,1150604,"Madrid, Cundinamarca, Colombia"
605,1150605,"Mosquera, Cundinamarca, Colombia"
606,1150606,"Subachoque, Cundinamarca, Colombia"
607,1150607,"Zipacón, Cundinamarca, Colombia"
608,1150608,"Sibaté, Cundinamarca, Colombia"
609,1150609,"Soacha, Cundinamarca, Colombia"
610,1150610,"Arbeláez, Cundinamarca, Colombia"
611,1150611,"Cabrera, Cundinamarca, Colombia"
612,1150612,"Fusagasugá, Cundinamarca, Colombia"
613,1150613,"Granada, Cundinamarca, Colombia"
614,1150614,"Pandi, Cundinamarca, Colombia"
615,1150615,"Pasca, Cundinamarca, Colombia"
616,1150616,"San Bernardo, Cundinamarca, Colombia"
617,1150617,"Silvania, Cundinamarca, Colombia"
618,1150618,"Tibacuy, Cundinamarca, Colombia"
619,1150619,"Venecia, Cundinamarca, Colombia"
620,1150620,"Anapoima, Cundinamarca, Colombia"
621,1150621,"Anolaima, Cundinamarca, Colombia"
622,1150622,"Apulo, Cundinamarca, Colombia"
623,1150623,"Cachipay, Cundinamarca, Colombia"
624,1150624,"El Colegio, Cundinamarca, Colombia"
625,1150625,"La Mesa, Cundinamarca, Colombia"
626,1150626,"Quipile, Cundinamarca, Colombia"
627,1150627,"San Antonio del Tequendama, Cundinamarca, Colombia"
628,1150628,"Tena, Cundinamarca, Colombia"
629,1150629,"Viotá, Cundinamarca, Colombia"
630,1150630,"Carmen de Carupa, Cundinamarca, Colombia"
631,1150631,"Cucunubá, Cundinamarca, Colombia"
632,1150632,"Fúquene, Cundinamarca, Colombia"
633,1150633,"Guachetá, Cundinamarca, Colombia"
634,1150634,"Lenguazaque, Cundinamarca, Colombia"
635,1150635,"Simijaca, Cundinamarca, Colombia"
636,1150636,"Susa, Cundinamarca, Colombia"
637,1150637,"Sutatausa, Cundinamarca, Colombia"
638,1150638,"Tausa, Cundinamarca, Colombia"
639,1150639,"Ubaté, Cundinamarca, Colombia"
640,1160640,"Cacahual, Guainía, Colombia"
641,1160641,"Inírida, Guainía, Colombia"
642,1160642,"La Guadalupe, Guainía, Colombia"
643,1160643,"Mapiripana, Guainía, Colombia"
644,1160644,"Morichal Nuevo, Guainía, Colombia"
645,1160645,"Pana Pana, Guainía, Colombia"
646,1160646,"Puerto Colombia, Guainía, Colombia"
647,1160647,"San Felipe, Guainía, Colombia"
648,1170648,"Calamar, Guaviare, Colombia"
649,1170649,"El Retorno, Guaviare, Colombia"
650,1170650,"Miraflores, Guaviare, Colombia"
651,1170651,"San José del Guaviare, Guaviare, Colombia"
652,1180652,"Aipe, Huila, Colombia"
653,1180653,"Algeciras, Huila, Colombia"
654,1180654,"Baraya, Huila, Colombia"
655,1180655,"Campoalegre, Huila, Colombia"
656,1180656,"Colombia, Huila, Colombia"
657,1180657,"Hobo, Huila, Colombia"
658,1180658,"Íquira, Huila, Colombia"
659,1180659,"Neiva, Huila, Colombia"
660,1180660,"Palermo, Huila, Colombia"
661,1180661,"Rivera, Huila, Colombia"
662,1180662,"Santa María, Huila, Colombia"
663,1180663,"Tello, Huila, Colombia"
664,1180664,"Teruel, Huila, Colombia"
665,1180665,"Villavieja, Huila, Colombia"
666,1180666,"Yaguará, Huila, Colombia"
667,1180667,"Agrado, Huila, Colombia"
668,1180668,"Altamira, Huila, Colombia"
669,1180669,"Garzón, Huila, Colombia"
670,1180670,"Gigante, Huila, Colombia"
671,1180671,"Guadalupe, Huila, Colombia"
672,1180672,"Pital, Huila, Colombia"
673,1180673,"Suaza, Huila, Colombia"
674,1180674,"Tarqui, Huila, Colombia"
675,1180675,"La Argentina, Huila, Colombia"
676,1180676,"La Plata, Huila, Colombia"
677,1180677,"Nátaga, Huila, Colombia"
678,1180678,"Paicol, Huila, Colombia"
679,1180679,"Tesalia, Huila, Colombia"
680,1180680,"Acevedo, Huila, Colombia"
681,1180681,"Elías, Huila, Colombia"
682,1180682,"Isnos, Huila, Colombia"
683,1180683,"Oporapa, Huila, Colombia"
684,1180684,"Palestina, Huila, Colombia"
685,1180685,"Pitalito, Huila, Colombia"
686,1180686,"Saladoblanco, Huila, Colombia"
687,1180687,"San Agustín, Huila, Colombia"
688,1180688,"Timaná, Huila, Colombia"
689,1190689,"Albania, La Guajira, Colombia"
690,1190690,"Barrancas, La Guajira, Colombia"
691,1190691,"Dibulla, La Guajira, Colombia"
692,1190692,"Distracción, La Guajira, Colombia"
693,1190693,"El Molino, La Guajira, Colombia"
694,1190694,"Fonseca, La Guajira, Colombia"
695,1190695,"Hatonuevo, La Guajira, Colombia"
696,1190696,"La Jagua del Pilar, La Guajira, Colombia"
697,1190697,"Maicao, La Guajira, Colombia"
698,1190698,"Manaure, La Guajira, Colombia"
699,1190699,"Riohacha, La Guajira, Colombia"
700,1190700,"San Juan del Cesar, La Guajira, Colombia"
701,1190701,"Uribia, La Guajira, Colombia"
702,1190702,"Urumita, La Guajira, Colombia"
703,1190703,"Villanueva, La Guajira, Colombia"
704,1200704,"Algarrobo, Magdalena, Colombia"
705,1200705,"Aracataca, Magdalena, Colombia"
706,1200706,"Ariguaní, Magdalena, Colombia"
707,1200707,"Cerro de San Antonio, Magdalena, Colombia"
708,1200708,"Chibolo, Magdalena, Colombia"
709,1200709,"Ciénaga, Magdalena, Colombia"
710,1200710,"Concordia, Magdalena, Colombia"
711,1200711,"El Banco, Magdalena, Colombia"
712,1200712,"El Piñón, Magdalena, Colombia"
713,1200713,"El Retén, Magdalena, Colombia"
714,1200714,"Fundación, Magdalena, Colombia"
715,1200715,"Guamal, Magdalena, Colombia"
716,1200716,"Nueva Granada, Magdalena, Colombia"
717,1200717,"Pedraza, Magdalena, Colombia"
718,1200718,"Pijiño del Carmen, Magdalena, Colombia"
719,1200719,"Pivijay, Magdalena, Colombia"
720,1200720,"Plato, Magdalena, Colombia"
721,1200721,"Pueblo Viejo, Magdalena, Colombia"
722,1200722,"Remolino, Magdalena, Colombia"
723,1200723,"Sabanas de San Ángel, Magdalena, Colombia"
724,1200724,"Salamina, Magdalena, Colombia"
725,1200725,"San Sebastián de Buenavista, Magdalena, Colombia"
726,1200726,"San Zenón, Magdalena, Colombia"
727,1200727,"Santa Ana, Magdalena, Colombia"
728,1200728,"Santa Bárbara de Pinto, Magdalena, Colombia"
729,1200729,"Santa Marta, Magdalena, Colombia"
730,1200730,"Sitionuevo, Magdalena, Colombia"
731,1200731,"Tenerife, Magdalena, Colombia"
732,1200732,"Zapayán, Magdalena, Colombia"
733,1200733,"Zona Bananera, Magdalena, Colombia"
734,1210734,"Acacías, Meta, Colombia"
735,1210735,"Barranca de Upía, Meta, Colombia"
736,1210736,"Cabuyaro, Meta, Colombia"
737,1210737,"Castilla La Nueva, Meta, Colombia"
738,1210738,"Cubarral, Meta, Colombia"
739,1210739,"Cumaral, Meta, Colombia"
740,1210740,"El Calvario, Meta, Colombia"
741,1210741,"El Castillo, Meta, Colombia"
742,1210742,"El Dorado, Meta, Colombia"
743,1210743,"Fuente de Oro, Meta, Colombia"
744,1210744,"Granada, Meta, Colombia"
745,1210745,"Guamal, Meta, Colombia"
746,1210746,"La Macarena, Meta, Colombia"
747,1210747,"La Uribe, Meta, Colombia"
748,1210748,"Lejanías, Meta, Colombia"
749,1210749,"Mapiripán, Meta, Colombia"
750,1210750,"Mesetas, Meta, Colombia"
751,1210751,"Puerto Concordia, Meta, Colombia"
752,1210752,"Puerto Gaitán, Meta, Colombia"
753,1210753,"Puerto Lleras, Meta, Colombia"
754,1210754,"Puerto López, Meta, Colombia"
755,1210755,"Puerto Rico, Meta, Colombia"
756,1210756,"Restrepo, Meta, Colombia"
757,1210757,"San Carlos de Guaroa, Meta, Colombia"
758,1210758,"San Juan de Arama, Meta, Colombia"
759,1210759,"San Juanito, Meta, Colombia"
760,1210760,"San Martín, Meta, Colombia"
761,1210761,"Villavicencio, Meta, Colombia"
762,1210762,"Vista Hermos, Meta, Colombia"
763,1220763,"Barbacoas, Nariño, Colombia"
764,1220764,"El Charco, Nariño, Colombia"
765,1220765,"Francisco Pizarro, Nariño, Colombia"
766,1220766,"La Tola, Nariño, Colombia"
767,1220767,"Magüí Payán, Nariño, Colombia"
768,1220768,"Mosquera, Nariño, Colombia"
769,1220769,"Olaya Herrera, Nariño, Colombia"
770,1220770,"Roberto Payán, Nariño, Colombia"
771,1220771,"Santa Bárbara, Nariño, Colombia"
772,1220772,"Tumaco, Nariño, Colombia"
773,1220773,"Aldana, Nariño, Colombia"
774,1220774,"Contadero, Nariño, Colombia"
775,1220775,"Córdoba, Nariño, Colombia"
776,1220776,"Cuaspud, Nariño, Colombia"
777,1220777,"Cumbal, Nariño, Colombia"
778,1220778,"Funes, Nariño, Colombia"
779,1220779,"Guachucal, Nariño, Colombia"
780,1220780,"Gualmatán, Nariño, Colombia"
781,1220781,"Iles, Nariño, Colombia"
782,1220782,"Ipiales, Nariño, Colombia"
783,1220783,"Potosí, Nariño, Colombia"
784,1220784,"Puerres, Nariño, Colombia"
785,1220785,"Pupiales, Nariño, Colombia"
786,1220786,"Albán, Nariño, Colombia"
787,1220787,"Arboleda, Nariño, Colombia"
788,1220788,"Belén, Nariño, Colombia"
789,1220789,"Colón, Nariño, Colombia"
790,1220790,"El Rosario, Nariño, Colombia"
791,1220791,"El Tablón de Gómez, Nariño, Colombia"
792,1220792,"La Cruz, Nariño, Colombia"
793,1220793,"La Unión, Nariño, Colombia"
794,1220794,"Leiva, Nariño, Colombia"
795,1220795,"Policarpa, Nariño, Colombia"
796,1220796,"San Bernardo, Nariño, Colombia"
797,1220797,"San Lorenzo, Nariño, Colombia"
798,1220798,"San Pablo, Nariño, Colombia"
799,1220799,"San Pedro de Cartago, Nariño, Colombia"
800,1220800,"Taminango, Nariño, Colombia"
801,1220801,"Buesaco, Nariño, Colombia"
802,1220802,"Chachagüí, Nariño, Colombia"
803,1220803,"Consacá, Nariño, Colombia"
804,1220804,"El Peñol, Nariño, Colombia"
805,1220805,"El Tambo, Nariño, Colombia"
806,1220806,"La Florida, Nariño, Colombia"
807,1220807,"Nariño, Nariño, Colombia"
808,1220808,"Pasto, Nariño, Colombia"
809,1220809,"Sandoná, Nariño, Colombia"
810,1220810,"Tangua, Nariño, Colombia"
811,1220811,"Yacuanquer, Nariño, Colombia"
812,1220812,"Ancuya, Nariño, Colombia"
813,1220813,"Cumbitara, Nariño, Colombia"
814,1220814,"Guaitarilla, Nariño, Colombia"
815,1220815,"Imués, Nariño, Colombia"
816,1220816,"La Llanada, Nariño, Colombia"
817,1220817,"Linares, Nariño, Colombia"
818,1220818,"Los Andes, Nariño, Colombia"
819,1220819,"Mallama, Nariño, Colombia"
820,1220820,"Ospina, Nariño, Colombia"
821,1220821,"Providencia, Nariño, Colombia"
822,1220822,"Ricaurte, Nariño, Colombia"
823,1220823,"Samaniego, Nariño, Colombia"
824,1220824,"Santacruz, Nariño, Colombia"
825,1220825,"Sapuyes, Nariño, Colombia"
826,1220826,"Túquerres, Nariño, Colombia"
827,1230827,"Arboledas, Norte de Santander, Colombia"
828,1230828,"Cucutilla, Norte de Santander, Colombia"
829,1230829,"Gramalote, Norte de Santander, Colombia"
830,1230830,"Lourdes, Norte de Santander, Colombia"
831,1230831,"Salazar de Las Palmas, Norte de Santander, Colombia"
832,1230832,"Santiago, Norte de Santander, Colombia"
833,1230833,"Villa Caro, Norte de Santander, Colombia"
834,1230834,"Cúcuta, Norte de Santander, Colombia"
835,1230835,"El Zulia, Norte de Santander, Colombia"
836,1230836,"Los Patios, Norte de Santander, Colombia"
837,1230837,"Puerto Santander, Norte de Santander, Colombia"
838,1230838,"San Cayetano, Norte de Santander, Colombia"
839,1230839,"Villa del Rosario, Norte de Santander, Colombia"
840,1230840,"Bucarasica, Norte de Santander, Colombia"
841,1230841,"El Tarra, Norte de Santander, Colombia"
842,1230842,"Sardinata, Norte de Santander, Colombia"
843,1230843,"Tibú, Norte de Santander, Colombia"
844,1230844,"Ábrego, Norte de Santander, Colombia"
845,1230845,"Cáchira, Norte de Santander, Colombia"
846,1230846,"Convención, Norte de Santander, Colombia"
847,1230847,"El Carmen, Norte de Santander, Colombia"
848,1230848,"Hacarí, Norte de Santander, Colombia"
849,1230849,"La Esperanza, Norte de Santander, Colombia"
850,1230850,"La Playa de Belén, Norte de Santander, Colombia"
851,1230851,"Ocaña, Norte de Santander, Colombia"
852,1230852,"San Calixto, Norte de Santander, Colombia"
853,1230853,"Teorama, Norte de Santander, Colombia"
854,1230854,"Cácota, Norte de Santander, Colombia"
855,1230855,"Chitagá, Norte de Santander, Colombia"
856,1230856,"Mutiscua, Norte de Santander, Colombia"
857,1230857,"Pamplona, Norte de Santander, Colombia"
858,1230858,"Pamplonita, Norte de Santander, Colombia"
859,1230859,"Santo Domingo de Silos, Norte de Santander, Colombia"
860,1230860,"Bochalema, Norte de Santander, Colombia"
861,1230861,"Chinácota, Norte de Santander, Colombia"
862,1230862,"Durania, Norte de Santander, Colombia"
863,1230863,"Herrán, Norte de Santander, Colombia"
864,1230864,"Labateca, Norte de Santander, Colombia"
865,1230865,"Ragonvalia, Norte de Santander, Colombia"
866,1230866,"Toledo, Norte de Santander, Colombia"
867,1240867,"Colón, Putumayo, Colombia"
868,1240868,"Mocoa, Putumayo, Colombia"
869,1240869,"Orito, Putumayo, Colombia"
870,1240870,"Puerto Asís, Putumayo, Colombia"
871,1240871,"Puerto Caicedo, Putumayo, Colombia"
872,1240872,"Puerto Guzmán, Putumayo, Colombia"
873,1240873,"Puerto Leguízamo, Putumayo, Colombia"
874,1240874,"San Francisco, Putumayo, Colombia"
875,1240875,"San Miguel, Putumayo, Colombia"
876,1240876,"Santiago, Putumayo, Colombia"
877,1240877,"Sibundoy, Putumayo, Colombia"
878,1240878,"Valle del Guamuez, Putumayo, Colombia"
879,1240879,"Villagarzón, Putumayo, Colombia"
880,1250880,"Armenia, Quindío, Colombia"
881,1250881,"Buenavista, Quindío, Colombia"
882,1250882,"Calarcá, Quindío, Colombia"
883,1250883,"Circasia, Quindío, Colombia"
884,1250884,"Córdoba, Quindío, Colombia"
885,1250885,"Filandia, Quindío, Colombia"
886,1250886,"Génova, Quindío, Colombia"
887,1250887,"La Tebaida, Quindío, Colombia"
888,1250888,"Montenegro, Quindío, Colombia"
889,1250889,"Pijao, Quindío, Colombia"
890,1250890,"Quimbaya, Quindío, Colombia"
891,1250891,"Salento, Quindío, Colombia"
892,1260892,"Apía, Risaralda, Colombia"
893,1260893,"Balboa, Risaralda, Colombia"
894,1260894,"Belén de Umbría, Risaralda, Colombia"
895,1260895,"Dosquebradas, Risaralda, Colombia"
896,1260896,"Guática, Risaralda, Colombia"
897,1260897,"La Celia, Risaralda, Colombia"
898,1260898,"La Virginia, Risaralda, Colombia"
899,1260899,"Marsella, Risaralda, Colombia"
900,1260900,"Mistrató, Risaralda, Colombia"
901,1260901,"Pereira, Risaralda, Colombia"
902,1260902,"Pueblo Rico, Risaralda, Colombia"
903,1260903,"Quinchía, Risaralda, Colombia"
904,1260904,"Santa Rosa de Cabal, Risaralda, Colombia"
905,1260905,"Santuario, Risaralda, Colombia"
906,1270906,"San Andres, San Andres y Providencia, Colombia"
907,1270907,"Providencia, San Andres y Providencia, Colombia"
908,1280908,"Aguada, Santander, Colombia"
909,1280909,"Albania, Santander, Colombia"
910,1280910,"Aratoca, Santander, Colombia"
911,1280911,"Barbosa, Santander, Colombia"
912,1280912,"Barichara, Santander, Colombia"
913,1280913,"Barrancabermeja, Santander, Colombia"
914,1280914,"Betulia, Santander, Colombia"
915,1280915,"Bolívar, Santander, Colombia"
916,1280916,"Bucaramanga, Santander, Colombia"
917,1280917,"Cabrera, Santander, Colombia"
918,1280918,"California, Santander, Colombia"
919,1280919,"Capitanejo, Santander, Colombia"
920,1280920,"Carcasí, Santander, Colombia"
921,1280921,"Cepitá, Santander, Colombia"
922,1280922,"Cerrito, Santander, Colombia"
923,1280923,"Charalá, Santander, Colombia"
924,1280924,"Charta, Santander, Colombia"
925,1280925,"Chima, Santander, Colombia"
926,1280926,"Chipatá, Santander, Colombia"
927,1280927,"Cimitarra, Santander, Colombia"
928,1280928,"Concepción, Santander, Colombia"
929,1280929,"Confines, Santander, Colombia"
930,1280930,"Contratación, Santander, Colombia"
931,1280931,"Coromoro, Santander, Colombia"
932,1280932,"Curití, Santander, Colombia"
933,1280933,"El Carmen de Chucurí, Santander, Colombia"
934,1280934,"El Guacamayo, Santander, Colombia"
935,1280935,"El Peñón, Santander, Colombia"
936,1280936,"El Playón, Santander, Colombia"
937,1280937,"Encino, Santander, Colombia"
938,1280938,"Enciso, Santander, Colombia"
939,1280939,"Florián, Santander, Colombia"
940,1280940,"Floridablanca, Santander, Colombia"
941,1280941,"Galán, Santander, Colombia"
942,1280942,"Gámbita, Santander, Colombia"
943,1280943,"Girón, Santander, Colombia"
944,1280944,"Guaca, Santander, Colombia"
945,1280945,"Guadalupe, Santander, Colombia"
946,1280946,"Guapotá, Santander, Colombia"
947,1280947,"Guavatá, Santander, Colombia"
948,1280948,"Güepsa, Santander, Colombia"
949,1280949,"Hato, Santander, Colombia"
950,1280950,"Jesús María, Santander, Colombia"
951,1280951,"Jordán, Santander, Colombia"
952,1280952,"La Belleza, Santander, Colombia"
953,1280953,"La Paz, Santander, Colombia"
954,1280954,"Landázuri, Santander, Colombia"
955,1280955,"Lebrija, Santander, Colombia"
956,1280956,"Los Santos, Santander, Colombia"
957,1280957,"Macaravita, Santander, Colombia"
958,1280958,"Málaga, Santander, Colombia"
959,1280959,"Matanza, Santander, Colombia"
960,1280960,"Mogotes, Santander, Colombia"
961,1280961,"Molagavita, Santander, Colombia"
962,1280962,"Ocamonte, Santander, Colombia"
963,1280963,"Oiba, Santander, Colombia"
964,1280964,"Onzaga, Santander, Colombia"
965,1280965,"Palmar, Santander, Colombia"
966,1280966,"Palmas del Socorro, Santander, Colombia"
967,1280967,"Páramo, Santander, Colombia"
968,1280968,"Piedecuesta, Santander, Colombia"
969,1280969,"Pinchote, Santander, Colombia"
970,1280970,"Puente Nacional, Santander, Colombia"
971,1280971,"Puerto Parra, Santander, Colombia"
972,1280972,"Puerto Wilches, Santander, Colombia"
973,1280973,"Rionegro, Santander, Colombia"
974,1280974,"Sabana de Torres, Santander, Colombia"
975,1280975,"San Andrés, Santander, Colombia"
976,1280976,"San Benito, Santander, Colombia"
977,1280977,"San Gil, Santander, Colombia"
978,1280978,"San Joaquín, Santander, Colombia"
979,1280979,"San José de Miranda, Santander, Colombia"
980,1280980,"San Miguel, Santander, Colombia"
981,1280981,"San Vicente de Chucurí, Santander, Colombia"
982,1280982,"Santa Bárbara, Santander, Colombia"
983,1280983,"Santa Helena del Opón, Santander, Colombia"
984,1280984,"Simacota, Santander, Colombia"
985,1280985,"Socorro, Santander, Colombia"
986,1280986,"Suaita, Santander, Colombia"
987,1280987,"Sucre, Santander, Colombia"
988,1280988,"Suratá, Santander, Colombia"
989,1280989,"Tona, Santander, Colombia"
990,1280990,"Valle de San José, Santander, Colombia"
991,1280991,"Vélez, Santander, Colombia"
992,1280992,"Vetas, Santander, Colombia"
993,1280993,"Villanueva, Santander, Colombia"
994,1280994,"Zapatoca, Santander, Colombia"
995,1290995,"Guaranda, Sucre, Colombia"
996,1290996,"Majagual, Sucre, Colombia"
997,1290997,"Sucre, Sucre, Colombia"
998,1290998,"Chalán, Sucre, Colombia"
999,1290999,"Colosó, Sucre, Colombia"
1000,1291000,"Morroa, Sucre, Colombia"
1001,1291001,"Ovejas, Sucre, Colombia"
1002,1291002,"Sincelejo, Sucre, Colombia"
1003,1291003,"Coveñas, Sucre, Colombia"
1004,1291004,"Palmito, Sucre, Colombia"
1005,1291005,"San Onofre, Sucre, Colombia"
1006,1291006,"Santiago de Tolú, Sucre, Colombia"
1007,1291007,"Tolúviejo, Sucre, Colombia"
1008,1291008,"Buenavista, Sucre, Colombia"
1009,1291009,"Corozal, Sucre, Colombia"
1010,1291010,"El Roble, Sucre, Colombia"
1011,1291011,"Galeras, Sucre, Colombia"
1012,1291012,"Los Palmitos, Sucre, Colombia"
1013,1291013,"Sampués, Sucre, Colombia"
1014,1291014,"San Juan de Betulia, Sucre, Colombia"
1015,1291015,"San Pedro, Sucre, Colombia"
1016,1291016,"Sincé, Sucre, Colombia"
1017,1291017,"Caimito, Sucre, Colombia"
1018,1291018,"La Unión, Sucre, Colombia"
1019,1291019,"San Benito Abad, Sucre, Colombia"
1020,1291020,"San Marcos, Sucre, Colombia"
1021,1301021,"Alvarado, Tolima, Colombia"
1022,1301022,"Anzoátegui, Tolima, Colombia"
1023,1301023,"Cajamarca, Tolima, Colombia"
1024,1301024,"Coello, Tolima, Colombia"
1025,1301025,"Espinal, Tolima, Colombia"
1026,1301026,"Flandes, Tolima, Colombia"
1027,1301027,"Ibagué, Tolima, Colombia"
1028,1301028,"Piedras, Tolima, Colombia"
1029,1301029,"Rovira, Tolima, Colombia"
1030,1301030,"San Luis, Tolima, Colombia"
1031,1301031,"Valle de San Juan, Tolima, Colombia"
1032,1301032,"Casabianca, Tolima, Colombia"
1033,1301033,"Herveo, Tolima, Colombia"
1034,1301034,"Lérida, Tolima, Colombia"
1035,1301035,"Líbano, Tolima, Colombia"
1036,1301036,"Murillo, Tolima, Colombia"
1037,1301037,"Santa Isabel, Tolima, Colombia"
1038,1301038,"Venadillo, Tolima, Colombia"
1039,1301039,"Villahermosa, Tolima, Colombia"
1040,1301040,"Ambalema, Tolima, Colombia"
1041,1301041,"Armero, Tolima, Colombia"
1042,1301042,"Falan, Tolima, Colombia"
1043,1301043,"Fresno, Tolima, Colombia"
1044,1301044,"Honda, Tolima, Colombia"
1045,1301045,"Mariquita, Tolima, Colombia"
1046,1301046,"Palocabildo, Tolima, Colombia"
1047,1301047,"Carmen de Apicalá, Tolima, Colombia"
1048,1301048,"Cunday, Tolima, Colombia"
1049,1301049,"Icononzo, Tolima, Colombia"
1050,1301050,"Melgar, Tolima, Colombia"
1051,1301051,"Villarrica, Tolima, Colombia"
1052,1301052,"Ataco, Tolima, Colombia"
1053,1301053,"Chaparral, Tolima, Colombia"
1054,1301054,"Coyaima, Tolima, Colombia"
1055,1301055,"Natagaima, Tolima, Colombia"
1056,1301056,"Ortega, Tolima, Colombia"
1057,1301057,"Planadas, Tolima, Colombia"
1058,1301058,"Rioblanco, Tolima, Colombia"
1059,1301059,"Roncesvalles, Tolima, Colombia"
1060,1301060,"San Antonio, Tolima, Colombia"
1061,1301061,"Alpujarra, Tolima, Colombia"
1062,1301062,"Dolores, Tolima, Colombia"
1063,1301063,"Guamo, Tolima, Colombia"
1064,1301064,"Prado, Tolima, Colombia"
1065,1301065,"Purificación, Tolima, Colombia"
1066,1301066,"Saldaña, Tolima, Colombia"
1067,1301067,"Suárez, Tolima, Colombia"
1068,1311068,"Alcalá, Valle del Cauca, Colombia"
1069,1311069,"Andalucía, Valle del Cauca, Colombia"
1070,1311070,"Ansermanuevo, Valle del Cauca, Colombia"
1071,1311071,"Argelia, Valle del Cauca, Colombia"
1072,1311072,"Bolívar, Valle del Cauca, Colombia"
1073,1311073,"Buenaventura, Valle del Cauca, Colombia"
1074,1311074,"Buga, Valle del Cauca, Colombia"
1075,1311075,"Bugalagrande, Valle del Cauca, Colombia"
1076,1311076,"Caicedonia, Valle del Cauca, Colombia"
1077,1311077,"Cali, Valle del Cauca, Colombia"
1078,1311078,"Calima - El Darién, Valle del Cauca, Colombia"
1079,1311079,"Candelaria, Valle del Cauca, Colombia"
1080,1311080,"Cartago, Valle del Cauca, Colombia"
1081,1311081,"Dagua, Valle del Cauca, Colombia"
1082,1311082,"El Águila, Valle del Cauca, Colombia"
1083,1311083,"El Cairo, Valle del Cauca, Colombia"
1084,1311084,"El Cerrito, Valle del Cauca, Colombia"
1085,1311085,"El Dovio, Valle del Cauca, Colombia"
1086,1311086,"Florida, Valle del Cauca, Colombia"
1087,1311087,"Ginebra, Valle del Cauca, Colombia"
1088,1311088,"Guacarí, Valle del Cauca, Colombia"
1089,1311089,"Jamundí, Valle del Cauca, Colombia"
1090,1311090,"La Cumbre, Valle del Cauca, Colombia"
1091,1311091,"La Unión, Valle del Cauca, Colombia"
1092,1311092,"La Victoria, Valle del Cauca, Colombia"
1093,1311093,"Obando, Valle del Cauca, Colombia"
1094,1311094,"Palmira, Valle del Cauca, Colombia"
1095,1311095,"Pradera, Valle del Cauca, Colombia"
1096,1311096,"Restrepo, Valle del Cauca, Colombia"
1097,1311097,"Riofrío, Valle del Cauca, Colombia"
1098,1311098,"Roldanillo, Valle del Cauca, Colombia"
1099,1311099,"San Pedro, Valle del Cauca, Colombia"
1100,1311100,"Sevilla, Valle del Cauca, Colombia"
1101,1311101,"Toro, Valle del Cauca, Colombia"
1102,1311102,"Trujillo, Valle del Cauca, Colombia"
1103,1311103,"Tuluá, Valle del Cauca, Colombia"
1104,1311104,"Ulloa, Valle del Cauca, Colombia"
1105,1311105,"Versalles, Valle del Cauca, Colombia"
1106,1311106,"Vijes, Valle del Cauca, Colombia"
1107,1311107,"Yotoco, Valle del Cauca, Colombia"
1108,1311108,"Yumbo, Valle del Cauca, Colombia"
