id,user_id,cat_id,event_date,value,type,created_at,updated_at
181,1,10,"2017-03-25 07:52:00",-2300.00,CASH,"2017-05-12 16:08:11",NULL
182,1,4,"2017-03-25 08:10:00",-6000.00,CASH,"2017-05-12 16:08:11",NULL
183,1,1,"2017-03-25 09:30:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
184,1,7,"2017-03-25 14:35:26",-2600.00,CASH,"2017-05-12 16:08:11",NULL
185,1,7,"2017-03-25 14:54:00",-2500.00,CASH,"2017-05-12 16:08:11",NULL
186,1,8,"2017-03-26 19:34:14",-25900.00,CASH,"2017-05-12 16:08:11",NULL
187,1,9,"2017-03-26 20:15:00",-2300.00,CASH,"2017-05-12 16:08:11",NULL
188,1,1,"2017-03-26 00:00:00",-2500.00,CASH,"2017-05-12 16:08:11",NULL
189,1,14,"2017-03-26 00:00:01",-1300.00,CASH,"2017-05-12 16:08:11",NULL
190,1,4,"2017-03-26 00:00:02",-1700.00,CASH,"2017-05-12 16:08:11",NULL
191,1,6,"2017-03-26 00:00:03",-15500.00,CASH,"2017-05-12 16:08:11",NULL
192,1,3,"2017-03-26 00:00:04",-2200.00,CASH,"2017-05-12 16:08:11",NULL
193,1,1,"2017-03-27 00:00:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
194,1,7,"2017-03-27 00:00:01",-3500.00,CASH,"2017-05-12 16:08:11",NULL
232,1,7,"2017-03-31 13:39:28",-7900.00,CASH,"2017-05-12 16:08:11",NULL
231,1,6,"2017-03-31 13:01:19",-30600.00,CASH,"2017-05-12 16:08:11",NULL
230,1,4,"2017-03-31 08:21:00",-1800.00,CASH,"2017-05-12 16:08:11",NULL
229,1,1,"2017-03-31 07:40:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
228,1,10,"2017-03-30 20:24:00",-16400.00,CASH,"2017-05-12 16:08:11",NULL
227,1,1,"2017-03-30 19:03:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
226,1,6,"2017-03-30 13:44:26",-15900.00,CASH,"2017-05-12 16:08:11",NULL
225,1,1,"2017-03-30 08:05:34",-2400.00,CASH,"2017-05-12 16:08:11",NULL
224,1,9,"2017-03-28 19:50:00",-1500.00,CASH,"2017-05-12 16:08:11",NULL
223,1,8,"2017-03-28 19:39:00",-5500.00,CASH,"2017-05-12 16:08:11",NULL
222,1,32,"2017-03-28 07:17:00",-1800.00,CASH,"2017-05-12 16:08:11",NULL
221,1,1,"2017-03-28 05:40:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
220,1,3,"2017-03-28 13:02:00",-800.00,CASH,"2017-05-12 16:08:11",NULL
219,1,6,"2017-03-28 12:41:34",-12900.00,CASH,"2017-05-12 16:08:11",NULL
218,1,4,"2017-03-28 08:26:00",-1700.00,CASH,"2017-05-12 16:08:11",NULL
217,1,1,"2017-03-28 07:46:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
211,1,1,"2017-03-29 08:04:39",-2400.00,CASH,"2017-05-12 16:08:11",NULL
212,1,4,"2017-03-29 08:46:00",-2300.00,CASH,"2017-05-12 16:08:11",NULL
213,1,1,"2017-03-29 08:31:00",-2300.00,CASH,"2017-05-12 16:08:11",NULL
214,1,7,"2017-03-29 19:33:00",-3500.00,CASH,"2017-05-12 16:08:11",NULL
215,1,7,"2017-03-29 20:12:00",-1500.00,CASH,"2017-05-12 16:08:11",NULL
216,1,8,"2017-03-29 21:01:48",-30700.00,CASH,"2017-05-12 16:08:11",NULL
233,1,19,"2017-03-31 21:45:56",-5000.00,CASH,"2017-05-12 16:08:11",NULL
234,1,11,"2017-03-31 21:40:00",-16400.00,CASH,"2017-05-12 16:08:11",NULL
235,1,1,"2017-04-03 08:34:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
236,1,4,"2017-04-03 09:13:00",-2800.00,CASH,"2017-05-12 16:08:11",NULL
237,1,6,"2017-04-03 12:09:00",-21100.00,CASH,"2017-05-12 16:08:11",NULL
238,1,7,"2017-04-03 15:00:00",-2200.00,CASH,"2017-05-12 16:08:11",NULL
239,1,1,"2017-04-03 18:00:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
240,1,7,"2017-04-03 19:11:00",-3500.00,CASH,"2017-05-12 16:08:11",NULL
241,1,7,"2017-04-03 20:39:00",-3500.00,CASH,"2017-05-12 16:08:11",NULL
242,1,1,"2017-04-04 08:14:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
243,1,4,"2017-04-04 09:05:00",-2800.00,CASH,"2017-05-12 16:08:11",NULL
244,1,33,"2017-04-04 14:17:00",-18000.00,CASH,"2017-05-12 16:08:11",NULL
245,1,6,"2017-04-04 14:24:40",-16900.00,DEBIT,"2017-05-12 16:08:11",NULL
246,1,1,"2017-04-04 18:07:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
247,1,7,"2017-04-04 19:00:00",-1800.00,CASH,"2017-05-12 16:08:11",NULL
248,1,24,"2017-04-04 19:24:00",300000.00,DEBIT,"2017-05-12 16:08:11",NULL
249,1,17,"2017-04-04 19:56:00",-15000.00,CASH,"2017-05-12 16:08:11",NULL
250,1,1,"2017-04-05 06:06:23",-2400.00,CASH,"2017-05-12 16:08:11",NULL
251,1,1,"2017-04-05 08:21:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
252,1,4,"2017-04-05 08:55:00",-1800.00,CASH,"2017-05-12 16:08:11",NULL
253,1,6,"2017-04-05 12:31:09",-13800.00,CASH,"2017-05-12 16:08:11",NULL
254,1,2,"2017-04-05 13:02:00",-4400.00,CASH,"2017-05-12 16:08:11",NULL
255,1,1,"2017-04-05 17:42:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
256,1,8,"2017-04-05 21:00:00",-9000.00,CASH,"2017-05-12 16:08:11",NULL
257,1,7,"2017-04-06 19:00:00",-3600.00,CASH,"2017-05-12 16:08:11",NULL
258,1,1,"2017-04-06 07:47:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
259,1,4,"2017-04-06 08:28:00",-2000.00,CASH,"2017-05-12 16:08:11",NULL
260,1,6,"2017-04-06 13:17:49",-21100.00,CASH,"2017-05-12 16:08:11",NULL
261,1,1,"2017-04-06 17:42:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
262,1,7,"2017-04-06 18:19:00",-1800.00,CASH,"2017-05-12 16:08:11",NULL
263,1,1,"2017-04-07 08:34:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
264,1,4,"2017-04-07 09:17:00",-2100.00,CASH,"2017-05-12 16:08:11",NULL
265,1,6,"2017-04-07 13:17:28",-19000.00,CASH,"2017-05-12 16:08:11",NULL
266,1,1,"2017-04-07 17:31:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
267,1,7,"2017-04-07 19:00:00",-3500.00,CASH,"2017-05-12 16:08:11",NULL
268,1,7,"2017-04-07 20:37:00",-9000.00,CASH,"2017-05-12 16:08:11",NULL
269,1,19,"2017-04-08 07:00:00",-11000.00,CASH,"2017-05-12 16:08:11",NULL
270,1,1,"2017-04-08 07:34:00",-2300.00,CASH,"2017-05-12 16:08:11",NULL
271,1,4,"2017-04-08 08:08:00",2100.00,CASH,"2017-05-12 16:08:11",NULL
272,1,6,"2017-04-08 14:09:00",-19500.00,CASH,"2017-05-12 16:08:11",NULL
273,1,7,"2017-04-08 14:30:21",-10900.00,CASH,"2017-05-12 16:08:11",NULL
274,1,10,"2017-04-08 16:08:00",-80000.00,CASH,"2017-05-12 16:08:11",NULL
275,1,10,"2017-04-08 16:26:31",-80000.00,DEBIT,"2017-05-12 16:08:11",NULL
276,1,7,"2017-04-08 17:16:45",-3000.00,CASH,"2017-05-12 16:08:11",NULL
277,1,8,"2017-04-09 17:02:00",-16900.00,CASH,"2017-05-12 16:08:11",NULL
278,1,2,"2017-04-09 17:58:57",-5600.00,CASH,"2017-05-12 16:08:11",NULL
279,1,1,"2017-04-10 08:58:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
280,1,4,"2017-04-10 09:41:00",-2000.00,CASH,"2017-05-12 16:08:11",NULL
281,1,6,"2017-04-10 14:06:43",-18900.00,CASH,"2017-05-12 16:08:11",NULL
282,1,7,"2017-04-10 14:45:00",-10150.00,CASH,"2017-05-12 16:08:11",NULL
283,1,1,"2017-04-10 17:50:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
284,1,24,"2017-04-10 20:34:00",300000.00,CASH,"2017-05-12 16:08:11",NULL
285,1,1,"2017-04-11 08:26:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
286,1,4,"2017-04-11 09:06:00",-2100.00,CASH,"2017-05-12 16:08:11",NULL
287,1,6,"2017-04-11 12:53:16",-15500.00,CASH,"2017-05-12 16:08:11",NULL
288,1,1,"2017-04-11 17:07:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
289,1,7,"2017-04-11 17:45:00",-5350.00,CASH,"2017-05-12 16:08:11",NULL
290,1,1,"2017-04-12 07:36:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
